word	sentence#	tag	pos	lemma
fyrstu	7359	O	lvfnve	fyrstur
risaeðlurnar	7359	O	nvfng	risaeðla
.	7359	O	.	.

Þá	7360	O	aa	þá
má	7360	O	sfg3en	mega
sjá	7360	O	sng	sjá
ýmislegt	7360	O	lheosf	ýmislegur
annað	7360	O	foheo	annar
í	7360	O	aþ	í
byggingu	7360	O	nveþ	bygging
dýranna	7360	O	nhfeg	dýr
sem	7360	O	ct	sem
eindregið	7360	O	aa	eindregið
bendir	7360	O	sfg3en	benda
til	7360	O	ae	til
náins	7360	O	lkeesf	náinn
skyldleika	7360	O	nkee	skyldleiki
og	7360	O	c	og
kemur	7360	O	sfg3en	koma
það	7360	O	fphen	það
ekki	7360	O	aa	ekki
síst	7360	O	aae	síður
fram	7360	O	aa	fram
í	7360	O	aþ	í
hauskúpugerð	7360	O	nveþ	hauskúpugerð
.	7360	O	.	.

Fyrstu	7361	O	lvfnve	fyrstur
og	7361	O	c	og
elstu	7361	O	lvfnve	gamall
risaeðlurnar	7361	O	nvfng	risaeðla
voru	7361	O	sfg3fþ	vera
raunar	7361	O	aa	raunar
engir	7361	O	fokfn	enginn
risar	7361	O	nkfn	risi
,	7361	O	,	,
en	7361	O	c	en
fljótlega	7361	O	aa	fljótlega
fór	7361	O	sfg3eþ	fara
þó	7361	O	aa	þó
að	7361	O	cn	að
bera	7361	O	sng	bera
á	7361	O	aþ	á
stækkandi	7361	O	lhfþof	stækkandi
líkamsformum	7361	O	nhfþ	líkamsform
.	7361	O	.	.

Fyrstu	7362	O	lvfnve	fyrstur
risaeðlurnar	7362	O	nvfng	risaeðla
eins	7362	O	aa	eins
og	7362	O	c	og
stjakeðlur	7362	O	nvfn	stjakeðla
(	7362	O	(	(
Staurikosaurus	7362	O	e	Staurikosaurus
)	7362	O	)	)
frá	7362	O	aþ	frá
Brasilíu	7362	B-Location	nveþ-s	Brasilía
og	7362	O	c	og
sindreðlur	7362	O	nvfn	sindreðla
(	7362	O	(	(
Lesothosaurus	7362	O	e	Lesothosaurus
)	7362	O	)	)
frá	7362	O	aþ	frá
Suður-Afríku	7362	B-Location	nveþ-s	Suður-Afríka
voru	7362	O	sfg3fþ	vera
eins	7362	O	aa	eins
til	7362	O	ae	til
tveggja	7362	O	tfkfe	tveir
metra	7362	O	nkfe	metri
langar	7362	O	lvfnsf	langur
og	7362	O	c	og
þyngdin	7362	O	nveng	þyngd
varla	7362	O	aa	varla
yfir	7362	O	aa	yfir
30	7362	O	ta	30
kg	7362	O	as	kg
.	7362	O	.	.

Dýrin	7363	O	nhfng	dýr
voru	7363	O	sfg3fþ	vera
greinilega	7363	O	aa	greinilega
tvífætlur	7363	O	nvfn	tvífætla
,	7363	O	,	,
með	7363	O	ao	með
stutta	7363	O	lkfosf	stuttur
framlimi	7363	O	nkfo	framlimur
og	7363	O	c	og
allstór	7363	O	lhfosf	allstór
höfuð	7363	O	nhfo	höfuð
með	7363	O	aþ	með
beittum	7363	O	lvfþsf	beittur
tönnum	7363	O	nvfþ	tönn
í	7363	O	aþ	í
kjálkum	7363	O	nkfþ	kjálki
.	7363	O	.	.

Halinn	7364	O	nkeng	hali
var	7364	O	sfg3eþ	vera
langur	7364	O	lkensf	langur
,	7364	O	,	,
líklega	7364	O	aa	líklega
um	7364	O	aa	um
helmingurinn	7364	O	nkeng	helmingur
af	7364	O	aþ	af
lengd	7364	O	nveþ	lengd
dýrsins	7364	O	nheeg	dýr
.	7364	O	.	.

Minnstu	7365	O	lvfnve	lítill
risaeðlurnar	7365	O	nvfng	risaeðla
eins	7365	O	aa	eins
og	7365	O	c	og
fagurkjálki	7365	O	nken	fagurkjálki
(	7365	O	(	(
Compsognathus	7365	O	e	Compsognathus
)	7365	O	)	)
voru	7365	O	sfg3fþ	vera
hins	7365	O	fakee	hinn
vegar	7365	O	nkee	vegur
mun	7365	O	nkeþ	munur
yngri	7365	O	lvfnvm	ungur
,	7365	O	,	,
en	7365	O	c	en
talið	7365	O	sþghen	telja
er	7365	O	sfg3en	vera
að	7365	O	c	að
þær	7365	O	fpvfn	hún
hafi	7365	O	svg3fn	hafa
verið	7365	O	ssg	vera
30-60	7365	O	ta	30-60
cm	7365	O	as	cm
langar	7365	O	lvfnsf	langur
og	7365	O	c	og
þyngdin	7365	O	nveng	þyngd
3-3,5	7365	O	ta	3-3,5
kg	7365	O	as	kg
.	7365	O	.	.

Bent	7366	O	sþghen	benda
hefur	7366	O	sfg3en	hafa
verið	7366	O	ssg	vera
á	7366	O	ao	á
ýmislegt	7366	O	lheosf	ýmislegur
sem	7366	O	ct	sem
gæti	7366	O	svg3eþ	geta
skýrt	7366	O	ssg	skýra
risavöxt	7366	O	nkeo	risavöxtur
þessara	7366	O	fahfe	þessi
dýra	7366	O	nhfe	dýr
.	7366	O	.	.

Það	7367	O	fphen	það
er	7367	O	sfg3en	vera
ljóst	7367	O	lhensf	ljós
að	7367	O	c	að
hann	7367	O	fpken	hann
kemur	7367	O	sfg3en	koma
fyrst	7367	O	aae	fyrr
fram	7367	O	aa	fram
hjá	7367	O	aþ	hjá
jurtaætunum	7367	O	nvfþg	jurtaæta
,	7367	O	,	,
en	7367	O	c	en
síðan	7367	O	aa	síðan
fylgja	7367	O	sfg3fn	fylgja
rándýrin	7367	O	nhfng	rándýr
í	7367	O	ao	í
kjölfarið	7367	O	nheog	kjölfar
.	7367	O	.	.

Í	7368	O	aþ	í
fyrsta	7368	O	lheþve	fyrstur
lagi	7368	O	nheþ	lag
er	7368	O	sfg3en	vera
nauðsynlegt	7368	O	lhensf	nauðsynlegur
að	7368	O	c	að
framboð	7368	O	nhen	framboð
á	7368	O	aþ	á
fæðu	7368	O	nveþ	fæða
sé	7368	O	svg3en	vera
nægilegt	7368	O	lhensf	nægilegur
og	7368	O	c	og
svo	7368	O	aa	svo
virðist	7368	O	sfm3en	virða
hafa	7368	O	sng	hafa
verið	7368	O	ssg	vera
á	7368	O	aþ	á
stórum	7368	O	lhfþsf	stór
svæðum	7368	O	nhfþ	svæði
á	7368	O	aþ	á
miðlífsöld	7368	B-Date	nveþ	miðlífsöld
.	7368	O	.	.

Þá	7369	O	aa	þá
eru	7369	O	sfg3fn	vera
skriðdýr	7369	O	nhfn	skriðdýr
upp	7369	O	aa	upp
til	7369	O	ae	til
hópa	7369	O	nkfe	hópur
með	7369	O	ao	með
frekar	7369	O	aam	frekar
lág	7369	O	lhfosf	lágur
efnaskipti	7369	O	nhfo	efnaskipti
og	7369	O	c	og
breytilegan	7369	O	lkeosf	breytilegur
líkamshita	7369	O	nkeo	líkamshiti
,	7369	O	,	,
sem	7369	O	ct	sem
fer	7369	O	sfg3en	fara
allmikið	7369	O	aa	allmikið
eftir	7369	O	aþ	eftir
hitanum	7369	O	nkeþg	hiti
í	7369	O	aþ	í
umhverfinu	7369	O	nheþg	umhverfi
,	7369	O	,	,
og	7369	O	c	og
benda	7369	O	sng	benda
má	7369	O	sfg3en	mega
á	7369	O	ao	á
að	7369	O	c	að
hitabreytingar	7369	O	nvfn	hitabreyting
fara	7369	O	sfg3fn	fara
hægar	7369	O	aam	hægt
um	7369	O	ao	um
stór	7369	O	lhfosf	stór
dýr	7369	O	nhfo	dýr
með	7369	O	ao	með
mikið	7369	O	lheosf	mikill
rúmfang	7369	O	nheo	rúmfang
en	7369	O	c	en
lítil	7369	O	lhfosf	lítill
dýr	7369	O	nhfo	dýr
.	7369	O	.	.

Þar	7370	O	aa	þar
að	7370	O	aa	að
auki	7370	O	aa	auki
minnkar	7370	O	sfg3en	minnka
hlutfallslegt	7370	O	lhensf	hlutfallslegur
yfirborð	7370	O	nhen	yfirborð
dýranna	7370	O	nhfeg	dýr
með	7370	O	aþ	með
auknu	7370	O	lheþsf	aukinn
rúmfangi	7370	O	nheþ	rúmfang
,	7370	O	,	,
þannig	7370	O	aa	þannig
að	7370	O	c	að
snertiflöturinn	7370	O	nkeng	snertiflötur
við	7370	O	ao	við
umhverfið	7370	O	nheog	umhverfi
verður	7370	O	sfg3en	verða
hlutfallslega	7370	O	aa	hlutfallslega
minni	7370	O	lkenvm	lítill
hjá	7370	O	aþ	hjá
stóru	7370	O	lheþsf	stór
dýri	7370	O	nheþ	dýr
en	7370	O	c	en
litlu	7370	O	lheþsf	lítill
.	7370	O	.	.

Ýmislegt	7371	O	lhensf	ýmislegur
,	7371	O	,	,
eins	7371	O	aa	eins
og	7371	O	c	og
til	7371	O	ae	til
dæmis	7371	O	nhee	dæmi
vöxtur	7371	O	nken	vöxtur
beina	7371	O	nhfe	bein
,	7371	O	,	,
bendir	7371	O	sfg3en	benda
þó	7371	O	aa	þó
til	7371	O	ae	til
þess	7371	O	fphee	það
að	7371	O	c	að
sumar	7371	O	fovfn	sumur
stærstu	7371	O	lvfnve	stór
risaeðlurnar	7371	O	nvfng	risaeðla
hafi	7371	O	svg3fn	hafa
haft	7371	O	ssg	hafa
mun	7371	O	nkeþ	munur
hærri	7371	O	lhfovm	hár
efnaskipti	7371	O	nhfo	efnaskipti
og	7371	O	c	og
stöðugri	7371	O	lkeovm	stöðugur
líkamshita	7371	O	nkeo	líkamshiti
þegar	7371	O	c	þegar
þær	7371	O	fpvfn	hún
voru	7371	O	sfg3fþ	vera
orðnar	7371	O	sþgvfn	verða
fullvaxnar	7371	O	lvfnsf	fullvaxinn
en	7371	O	c	en
þær	7371	O	fpvfn	hún
höfðu	7371	O	sfg3fþ	hafa
sem	7371	O	c	sem
ungviði	7371	O	nhen	ungviði
.	7371	O	.	.

Þá	7372	O	aa	þá
hefur	7372	O	sfg3en	hafa
verið	7372	O	ssg	vera
bent	7372	O	sþghen	benda
á	7372	O	ao	á
að	7372	O	c	að
risavöxtur	7372	O	nken	risavöxtur
geri	7372	O	svg3en	gera
dýrin	7372	O	nhfog	dýr
óárennilegri	7372	O	lhfovm	óárennilegur
og	7372	O	c	og
ógurlegri	7372	O	lhfovm	ógurlegur
og	7372	O	c	og
auðveldi	7372	O	svg3en	auðvelda
þeim	7372	O	fphfþ	það
baráttuna	7372	O	nveog	barátta
við	7372	O	ao	við
önnur	7372	O	fohfo	annar
dýr	7372	O	nhfo	dýr
um	7372	O	ao	um
lífssvæði	7372	O	nheo	lífssvæði
og	7372	O	c	og
æti	7372	O	nheo	æti
.	7372	O	.	.

Þegar	7373	O	c	þegar
lífsbaráttan	7373	O	nveng	lífsbarátta
varð	7373	O	sfg3eþ	verða
síðan	7373	O	aa	síðan
harðari	7373	O	lvenvm	harður
á	7373	O	aþ	á
mörkum	7373	O	nhfþ	mark
krítar-	7373	B-Date	nhfe	krítartímabil
og	7373	O	c	og
tertíertímabila	7373	B-Date	nhfe	tertíertímabil
fyrir	7373	O	aþ	fyrir
um	7373	O	aa	um
66	7373	O	ta	66
milljónum	7373	O	nvfþ	milljón
ára	7373	O	nhfe	ár
,	7373	O	,	,
er	7373	O	c	er
gróðurþekjan	7373	O	nveng	gróðurþekja
dróst	7373	O	sfm3eþ	draga
saman	7373	O	aa	saman
og	7373	O	c	og
miklu	7373	O	lheþsf	mikill
gleggri	7373	O	lvenvm	glöggur
skipting	7373	O	nven	skipting
í	7373	O	ao	í
afmörkuð	7373	O	lhfosf	afmarkaður
loftslags-	7373	O	nhfo	loftslagsbelti
og	7373	O	c	og
gróðurbelti	7373	O	nhfo	gróðurbelti
kom	7373	O	sfg3eþ	koma
fram	7373	O	aa	fram
,	7373	O	,	,
sýndi	7373	O	sfg3eþ	sýna
sig	7373	O	fpheo	sig
að	7373	O	c	að
dýr	7373	O	nhfn	dýr
með	7373	O	ao	með
meiri	7373	O	lveovm	mikill
hreyfiorku	7373	O	nveo	hreyfiorka
,	7373	O	,	,
eins	7373	O	aa	eins
og	7373	O	c	og
spendýr	7373	O	nhfn	spendýr
og	7373	O	c	og
fuglar	7373	O	nkfn	fugl
,	7373	O	,	,
gátu	7373	O	sfg3fþ	geta
betur	7373	O	aam	vel
lifað	7373	O	ssg	lifa
við	7373	O	ao	við
þessar	7373	O	favfo	þessi
nýju	7373	O	lvfovf	nýr
aðstæður	7373	O	nvfo	aðstæður
.	7373	O	.	.

Um	7374	O	ao	um
fjölda	7374	O	nkeo	fjöldi
risaeðla	7374	O	nvfe	risaeðla
er	7374	O	sfg3en	vera
erfitt	7374	O	lhensf	erfiður
að	7374	O	cn	að
fullyrða	7374	O	sng	fullyrða
,	7374	O	,	,
en	7374	O	c	en
alls	7374	O	aa	alls
hefur	7374	O	sfg3en	hafa
verið	7374	O	ssg	vera
lýst	7374	O	sþghen	lýsa
737	7374	O	ta	737
ættkvíslum	7374	O	nvfþ	ættkvísl
.	7374	O	.	.

Hin	7375	O	ghfn	hinn
fyrri	7375	O	lhfnvm	fyrri
voru	7375	O	sfg3fþ	vera
stofnuð	7375	O	sþghfn	stofna
um	7375	O	ao	um
1866	7375	B-Date	ta	1866
í	7375	O	ao	í
lok	7375	O	nhfo	lok
þrælastríðsins	7375	O	nheeg	þrælastríð
og	7375	O	c	og
störfuðu	7375	O	sfg3fþ	starfa
til	7375	O	ae	til
1871	7375	B-Date	ta	1871
,	7375	O	,	,
en	7375	O	c	en
þá	7375	O	aa	þá
voru	7375	O	sfg3fþ	vera
þau	7375	O	fphfn	það
bönnuð	7375	O	sþghfn	banna
með	7375	O	aþ	með
lögum	7375	O	nhfþ	lag
.	7375	O	.	.

Yngri	7376	O	lhfnvm	ungur
samtökin	7376	O	nhfng	samtök
voru	7376	O	sfg3fþ	vera
stofnuð	7376	O	sþghfn	stofna
1915	7376	B-Date	ta	1915
og	7376	O	c	og
eru	7376	O	sfg3fn	vera
til	7376	O	aa	til
enn	7376	O	aa	enn
í	7376	O	ao	í
dag	7376	O	nkeo	dagur
.	7376	O	.	.

Fyrri	7377	O	lkenvm	fyrri
hluti	7377	O	nken	hluti
nafnsins	7377	O	nheeg	nafn
,	7377	O	,	,
Ku	7377	B-Organization	e	Ku
Klux	7377	I-Organization	e	Klux
,	7377	O	,	,
er	7377	O	sfg3en	vera
fenginn	7377	O	sþgken	fá
að	7377	O	aþ	að
láni	7377	O	nheþ	lán
úr	7377	O	aþ	úr
grísku	7377	O	nveþ	gríska
,	7377	O	,	,
en	7377	O	c	en
gríska	7377	O	lhenvf	grískur
orðið	7377	O	nheng	orð
kýklos	7377	O	e	kýklos
merkir	7377	O	sfg3en	merkja
«	7377	O	«	«
hringur	7377	O	nken	hringur
,	7377	O	,	,
hjól	7377	O	nhen	hjól
»	7377	O	»	»
.	7377	O	.	.

Það	7378	O	fphen	það
er	7378	O	sfg3en	vera
einnig	7378	O	aa	einnig
samstofna	7378	O	lhenof	samstofna
enska	7378	O	lheþvf	enskur
orðinu	7378	O	nheþg	orð
cycle	7378	O	e	cycle
(	7378	O	(	(
«	7378	O	«	«
hringsnúast	7378	O	snm	hringsnúa
;	7378	O	;	;
hjóla	7378	O	sng	hjóla
;	7378	O	;	;
hjól	7378	O	nhen	hjól
...	7378	O	...	...
»	7378	O	»	»
)	7378	O	)	)
og	7378	O	c	og
bicycle	7378	O	e	bicycle
(	7378	O	(	(
«	7378	O	«	«
reiðhjól	7378	O	nhen	reiðhjól
»	7378	O	»	»
)	7378	O	)	)
.	7378	O	.	.

Íslensku	7379	O	lhfnvf	íslenskur
orðin	7379	O	nhfng	orð
hjól	7379	O	nhen	hjól
og	7379	O	c	og
hvel	7379	O	nhen	hvel
eru	7379	O	sfg3fn	vera
skyld	7379	O	lhfnsf	skyldur
sama	7379	O	fbheþ	sami
gríska	7379	O	lheþvf	grískur
orðinu	7379	O	nheþg	orð
.	7379	O	.	.

Talið	7380	O	sþghen	telja
er	7380	O	sfg3en	vera
að	7380	O	c	að
orðið	7380	O	nheng	orð
Klan	7380	B-Organization	e	Klan
hafi	7380	O	svg3en	hafa
fyrst	7380	O	aae	fyrr
og	7380	O	c	og
fremst	7380	O	aae	fremur
verið	7380	O	ssg	vera
valið	7380	O	sþghen	velja
vegna	7380	O	ae	vegna
hljóðstafanna	7380	O	nkfeg	hljóðstafur
,	7380	O	,	,
en	7380	O	c	en
clan	7380	O	e	clan
á	7380	O	aþ	á
ensku	7380	O	nveþ	enska
merkir	7380	O	sfg3en	merkja
annars	7380	O	fokee	annar
vegar	7380	O	nkee	vegur
«	7380	O	«	«
flokkur	7380	O	nken	flokkur
fjölskyldna	7380	O	nvfe	fjölskylda
sem	7380	O	ct	sem
rekja	7380	O	sfg3fn	rekja
ættir	7380	O	nvfo	ætt
til	7380	O	ae	til
sameiginlegs	7380	O	lkeesf	sameiginlegur
forföður	7380	O	nkee	forfaðir
»	7380	O	»	»
en	7380	O	c	en
hins	7380	O	fakee	hinn
vegar	7380	O	nkee	vegur
«	7380	O	«	«
samtök	7380	O	nhfn	samtök
manna	7380	O	nkfe	maður
um	7380	O	ao	um
sameiginlegt	7380	O	lheosf	sameiginlegur
áhugamál	7380	O	nheo	áhugamál
,	7380	O	,	,
oft	7380	O	aa	oft
öfgasamtök	7380	O	nhfn	öfgasamtök
»	7380	O	»	»
.	7380	O	.	.

Líklegast	7381	O	lhense	líklegur
er	7381	O	sfg3en	vera
að	7381	O	c	að
síðari	7381	O	lvenvm	síðari
merking	7381	O	nven	merking
clan	7381	O	e	clan
eigi	7381	O	svg3en	eiga
við	7381	O	ao	við
Klan	7381	O	e	Klan
.	7381	O	.	.

Rithátturinn	7382	O	nkeng	ritháttur
með	7382	O	aþ	með
K	7382	O	nheþ	K
hefur	7382	O	sfg3en	hafa
svo	7382	O	aa	svo
væntanlega	7382	O	aa	væntanlega
verið	7382	O	ssg	vera
valinn	7382	O	sþgken	velja
til	7382	O	ae	til
að	7382	O	cn	að
falla	7382	O	sng	falla
að	7382	O	aþ	að
fyrri	7382	O	lkeþvm	fyrri
hluta	7382	O	nkeþ	hluti
nafnsins	7382	O	nheeg	nafn
.	7382	O	.	.

Á	7383	O	aþ	á
Vísindavefnum	7383	B-Miscellaneous	nkeþgs	Vísindavefur
er	7383	O	sfg3en	vera
að	7383	O	cn	að
finna	7383	O	sng	finna
fleiri	7383	O	lhfovm	margur
tengd	7383	O	lhfosf	tengdur
svör	7383	O	nhfo	svar
,	7383	O	,	,
til	7383	O	ae	til
dæmis	7383	O	nhee	dæmi
:	7383	O	:	:
-	7383	O	-	-
Börðust	7383	O	sfm3fþ	berja
indjánar	7383	O	nkfn	indjáni
í	7383	O	aþ	í
Þrælastríðinu	7383	B-Miscellaneous	nheþgs	Þrælastríð
?	7383	O	?	?

eftir	7384	O	ao	eftir
Skúla	7384	B-Person	nkeo-s	Skúli
Sæland	7384	I-Person	nkeo-s	Sæland
.	7384	O	.	.

-	7385	O	-	-
Hver	7385	O	fsken	hver
var	7385	O	sfg3eþ	vera
Marcus	7385	B-Person	e	Marcus
Garvey	7385	I-Person	e	Garvey
?	7385	O	?	?

eftir	7386	O	ao	eftir
Björgvin	7386	B-Person	nkeo-s	Björgvin
Sigurðsson	7386	I-Person	nkeo-s	Sigurðsson
.	7386	O	.	.

-	7387	O	-	-
Hver	7387	O	fsken	hver
var	7387	O	sfg3eþ	vera
merkasti	7387	O	lkenve	merkur
leiðtogi	7387	O	nken	leiðtogi
mannréttindabaráttu	7387	O	nvee	mannréttindabarátta
í	7387	O	aþ	í
Bandaríkjunum	7387	B-Location	nhfþgs	Bandaríki
eftir	7387	O	ao	eftir
1950	7387	B-Date	ta	1950
?	7387	O	?	?

eftir	7388	O	ao	eftir
Ulriku	7388	B-Person	e	Ulriku
Andersson	7388	I-Person	e	Andersson
.	7388	O	.	.

Mynd	7389	O	nven	mynd
:	7389	O	:	:
Studenterpræstearbejdet	7389	B-Organization	e	Studenterpræstearbejdet
i	7389	I-Organization	e	i
Aalborg	7389	I-Organization	e	Aalborg
.	7389	O	.	.

Kvenkynsorðið	7390	O	nheng	kvenkynsorð
vís	7390	O	nven	vís
í	7390	O	aþ	í
sambandinu	7390	O	nheþg	samband
öðru	7390	O	foheþ	annar
vís	7390	O	nven	vís
eða	7390	O	c	eða
öðruvísi	7390	O	aa	öðruvísi
(	7390	O	(	(
sjaldnar	7390	O	aam	sjaldan
öðruvísa	7390	O	nven	öðruvísa
,	7390	O	,	,
öðruvísu	7390	O	nveþ	öðruvísa
)	7390	O	)	)
merkir	7390	O	sfg3en	merkja
«	7390	O	«	«
háttur	7390	O	nken	háttur
,	7390	O	,	,
venja	7390	O	nven	venja
»	7390	O	»	»
Það	7390	O	fphen	það
er	7390	O	sfg3en	vera
til	7390	O	aa	til
í	7390	O	aþ	í
nýnorsku	7390	O	nveþ	nýnorska
sem	7390	O	ct	sem
vis	7390	O	e	vis
í	7390	O	aþ	í
sömu	7390	O	fbveþ	sami
merkingu	7390	O	nveþ	merking
og	7390	O	c	og
er	7390	O	sfg3en	vera
bæði	7390	O	c	bæði
notað	7390	O	sþghen	nota
í	7390	O	aþ	í
kvenkyni	7390	O	nheþ	kvenkyn
og	7390	O	c	og
karlkyni	7390	O	nheþ	karlkyn
.	7390	O	.	.

Orðið	7391	O	nheng	orð
er	7391	O	sfg3en	vera
einnig	7391	O	aa	einnig
til	7391	O	aa	til
í	7391	O	aþ	í
sænsku	7391	O	nveþ	sænska
og	7391	O	c	og
dönsku	7391	O	nveþ	danska
sem	7391	O	c	sem
vis	7391	O	e	vis
.	7391	O	.	.

Í	7392	O	aþ	í
fornensku	7392	O	nveþ	fornenska
var	7392	O	sfg3eþ	vera
orðmyndin	7392	O	nveng	orðmynd
wîs	7392	O	e	wîs
(	7392	O	(	(
e	7392	O	nhen	e
)	7392	O	)	)
og	7392	O	c	og
í	7392	O	aþ	í
fornháþýsku	7392	O	nveþ	fornháþýska
wîs	7392	O	e	wîs
(	7392	O	(	(
a	7392	O	x	a
)	7392	O	)	)
,	7392	O	,	,
sbr.	7392	O	as	sbr.
nútímaþýsku	7392	O	nveo	nútímaþýska
Weise	7392	O	e	Weise
«	7392	O	«	«
háttur	7392	O	nken	háttur
»	7392	O	»	»
Sambandið	7392	O	nhengs	Samband
otherwise	7392	O	e	otherwise
var	7392	O	sfg3eþ	vera
í	7392	O	aþ	í
fornensku	7392	O	nveþ	fornenska
þrjú	7392	O	tfhfn	þrír
orð	7392	O	nhfn	orð
:	7392	O	:	:
on	7392	O	e	on
oðre	7392	O	e	oðre
wîsan	7392	O	e	wîsan
,	7392	O	,	,
síðar	7392	O	aam	síðar
oðre	7392	O	e	oðre
wisan	7392	O	e	wisan
«	7392	O	«	«
á	7392	O	ao	á
annan	7392	O	fokeo	annar
hátt	7392	O	nkeo	háttur
»	7392	O	»	»
Samböndin	7392	O	nhfngs	Samband
öðruvís	7392	O	x	öðruvís
(	7392	O	(	(
i	7392	O	x	i
)	7392	O	)	)
og	7392	O	c	og
otherwise	7392	O	e	otherwise
eru	7392	O	sfg3fn	vera
því	7392	O	aa	því
náskyld	7392	O	lhfnsf	náskyldur
.	7392	O	.	.

Elstu	7393	O	lvfnve	gamall
heimildir	7393	O	nvfn	heimild
um	7393	O	ao	um
nöfn	7393	O	nhfo	nafn
manna	7393	O	nkfe	maður
sem	7393	O	ct	sem
fluttust	7393	O	sfm3fþ	flytja
hingað	7393	O	aa	hingað
til	7393	O	ae	til
lands	7393	O	nhee	land
og	7393	O	c	og
settust	7393	O	sfm3fþ	setja
hér	7393	O	aa	hér
að	7393	O	aa	að
er	7393	O	sfg3en	vera
að	7393	O	cn	að
finna	7393	O	sng	finna
í	7393	O	aþ	í
Landnámu	7393	B-Miscellaneous	nveþ-s	Landnáma
.	7393	O	.	.

Þótt	7394	O	c	þótt
engin	7394	O	foven	enginn
vissa	7394	O	nven	vissa
sé	7394	O	svg3en	vera
fyrir	7394	O	aþ	fyrir
því	7394	O	fpheþ	það
að	7394	O	c	að
allir	7394	O	fokfn	allur
þeir	7394	O	fakfn	sá
menn	7394	O	nkfn	maður
sem	7394	O	ct	sem
þar	7394	O	aa	þar
eru	7394	O	sfg3fn	vera
nefndir	7394	O	sþgkfn	nefna
hafi	7394	O	svg3fn	hafa
verið	7394	O	ssg	vera
til	7394	O	aa	til
hafa	7394	O	sfg3fn	hafa
þó	7394	O	aa	þó
landsmenn	7394	O	nkfn	landsmaður
borið	7394	O	ssg	bera
flest	7394	O	lhfose	margur
þessara	7394	O	fahfe	þessi
nafna	7394	O	nhfe	nafn
um	7394	O	ao	um
aldir	7394	O	nvfo	öld
.	7394	O	.	.

Til	7395	O	ae	til
Landnámu	7395	B-Miscellaneous	nvee-s	Landnáma
og	7395	O	c	og
Íslendinga	7395	B-Miscellaneous	nkfe-s	Íslendingur
sagna	7395	I-Miscellaneous	nvfe	saga
hafa	7395	O	sfg3fn	hafa
einnig	7395	O	aa	einnig
verið	7395	O	ssg	vera
sótt	7395	O	sþghfn	sækja
nöfn	7395	O	nhfn	nafn
á	7395	O	aþ	á
síðari	7395	O	lvfþvm	síðari
öldum	7395	O	nvfþ	öld
og	7395	O	c	og
í	7395	O	aþ	í
Sturlunga	7395	B-Miscellaneous	nkfe-s	Sturlungur
sögu	7395	I-Miscellaneous	nveþ	saga
og	7395	O	c	og
Biskupa	7395	B-Miscellaneous	nkfe-s	Biskup
sögum	7395	I-Miscellaneous	nvfþ	saga
er	7395	O	sfg3en	vera
enn	7395	O	aa	enn
að	7395	O	cn	að
finna	7395	O	sng	finna
ný	7395	O	lhfosf	nýr
nöfn	7395	O	nhfo	nafn
.	7395	O	.	.

Þessi	7396	O	fahfn	þessi
nöfn	7396	O	nhfn	nafn
mynda	7396	O	sfg3fn	mynda
kjarnann	7396	O	nkeog	kjarni
í	7396	O	aþ	í
íslenskum	7396	O	lkeþsf	íslenskur
nafnaforða	7396	O	nkeþ	nafnaforði
en	7396	O	c	en
ýmiss	7396	O	fokee	ýmis
konar	7396	O	nkee	konar
tískustraumar	7396	O	nkfn	tískustraumar
bættu	7396	O	sfg3fþ	bæta
í	7396	O	ao	í
hann	7396	O	fpkeo	hann
nýjum	7396	O	lhfþsf	nýr
nöfnum	7396	O	nhfþ	nafn
eftir	7396	O	aþ	eftir
því	7396	O	faheþ	sá
sem	7396	O	ct	sem
tímar	7396	O	nkfn	tími
liðu	7396	O	sfg3fþ	líða
.	7396	O	.	.

Í	7397	O	aþ	í
raun	7397	O	nveþ	raun
er	7397	O	sfg3en	vera
það	7397	O	fphen	það
skilgreiningaratriði	7397	O	nhen	skilgreiningaratriði
hvort	7397	O	c	hvort
telja	7397	O	sng	telja
eigi	7397	O	svg3en	eiga
þessi	7397	O	fahfo	þessi
nöfn	7397	O	nhfo	nafn
íslensk	7397	O	lhfosf	íslenskur
nöfn	7397	O	nhfo	nafn
.	7397	O	.	.

Þau	7398	O	fphfn	það
eru	7398	O	sfg3fn	vera
að	7398	O	aþ	að
mestum	7398	O	lkeþse	mikill
hluta	7398	O	nkeþ	hluti
vesturnorræn	7398	O	lhfnsf	vesturnorrænn
,	7398	O	,	,
það	7398	O	fphen	það
er	7398	O	sfg3en	vera
bárust	7398	O	sfm3fþ	bera
hingað	7398	O	aa	hingað
með	7398	O	aþ	með
norskum	7398	O	lkfþsf	norskur
landnámsmönnum	7398	O	nkfþ	landnámsmaður
.	7398	O	.	.

Fáein	7399	O	fohfn	fáeinir
eru	7399	O	sfg3fn	vera
austurnorræn	7399	O	lhfnsf	austurnorrænn
,	7399	O	,	,
það	7399	O	fphen	það
er	7399	O	sfg3en	vera
koma	7399	O	sfg3fn	koma
frá	7399	O	aþ	frá
Svíþjóð	7399	B-Location	nveþ-s	Svíþjóð
eða	7399	O	c	eða
Danmörku	7399	B-Location	nveþ-s	Danmörk
eins	7399	O	aa	eins
og	7399	O	c	og
Uni	7399	B-Person	nken-s	Uni
,	7399	O	,	,
Garðar	7399	B-Person	nken-s	Garðar
